Timestep,Volt,Rotate,Pressure,Vibration,State
0,0.335097658660919,0.6301012702343348,0.18623334634119929,0.276854909698237,0
1,0.37760199045255516,0.7124338004792742,0.2378750726739995,0.22534166760679758,0
2,0.3941533961005757,0.603349372032824,0.17949099884960706,0.27382718784747434,0
3,0.33323563944966655,0.6089017955795608,0.2177112059245438,0.21159539797108565,0
4,0.34964252553463343,0.7077955715357472,0.2098266209597045,0.24519368826215532,1
5,0.3501883739485029,0.6662198799597806,0.18887140767426222,0.17685540742948547,2
6,0.33216979650865425,0.6136380111609011,0.4677887719523082,0.26530710542069313,2
7,0.3682672659671969,0.6135494249914426,0.21559222862626254,0.2531444592018325,2
8,0.3590555650479655,0.685940920918024,0.25400409372055327,0.2596233914644643,3
9,0.30914565905111313,0.6698894026518377,0.3704114985373653,0.205466236627436,3
10,0.3555422452796749,0.630719281719929,0.20317690491148585,0.2284460197812546,3
11,0.580781422614675,0.6608237853025626,0.20248265710436805,0.2770004286733938,4
12,0.3677709766461318,0.66134556768873,0.25225596105559533,0.24649709846079035,0
13,0.36767973098615936,0.6416737581947967,0.2272970935399779,0.2446508671821295,1
14,0.3735518560972424,0.6585830979579486,0.26596675995549124,0.21183723602546636,2
15,0.4403886027278906,0.6125730652762033,0.19921233758668058,0.24853152740547602,2
16,0.3866369763225046,0.5966006524011571,0.2144253722499338,0.21877409488909494,2
17,0.39406458749747586,0.6135615782285206,0.20400496288945782,0.23995548527733548,2
18,0.36589716068607325,0.6499553865920347,0.17756964889308555,0.2724806430848742,3
19,0.415430908637528,0.3782693565354974,0.2034102508768564,0.2565981044119512,4
20,0.3867728085860087,0.6097847837446813,0.2008608867934282,0.22117232942353665,0
21,0.36595721907208106,0.5947395598443684,0.23029867616742714,0.24014353749489675,0
22,0.2933939445972805,0.6566125296272688,0.24165802437075923,0.4998271111267357,0
23,0.3304063648031542,0.646209073833712,0.2369013719043368,0.2222883548464545,0
24,0.32420586289165104,0.7054955219798871,0.19982876853088585,0.29876158630237215,0
25,0.3695141413499196,0.6530741950861556,0.17554718500596775,0.2733689559061827,0
26,0.28500386167223596,0.6617112650232063,0.22492621944939376,0.2859640257285181,0
27,0.3485005288257861,0.6691389245413831,0.2230234820244147,0.2316872058981409,0
28,0.42654190784094353,0.634978246258965,0.3704660150215388,0.24264351041976956,0
29,0.35448706362552024,0.6625541627407542,0.24568655483594495,0.20659793069666696,0
30,0.427148660204658,0.6861522988387124,0.15332645810292397,0.26192924269045237,0
31,0.32360057576330736,0.6146030481312119,0.21675062235875805,0.20416318566925049,0
32,0.3831482717594807,0.7085000686531835,0.20191161469502147,0.2553465686687997,1
33,0.42681079309879344,0.44948100827379,0.23646612726305513,0.25104179320659215,1
34,0.41433226303868426,0.6129030226055566,0.20325466996809602,0.253297790787931,2
35,0.38504084769590663,0.5804955357218201,0.1983939024383526,0.3057378460130283,2
36,0.3899131076029869,0.6496331241110216,0.19525094217023276,0.301869189936403,2
37,0.3053781344863371,0.6458288277230135,0.1982560961155876,0.20547199077477488,2
38,0.34823602447816476,0.6305169891433112,0.19436058011907387,0.24199110384463968,2
39,0.3556392424041071,0.632335326516562,0.21068193466468807,0.2417579090971441,2
40,0.3170862815229639,0.5919647623606916,0.17933380244825642,0.2161030284226283,3
41,0.35074878027355527,0.6212093245524134,0.20467288933528138,0.2560579121579515,3
42,0.30630790337212144,0.643911274678597,0.24272764400975244,0.19527906750503954,3
43,0.6132221310395365,0.6943715377778736,0.1757190749491856,0.25256468176590646,4
44,0.3520127842132364,0.6360075427608944,0.2241508439265249,0.260845989182094,0
45,0.3434513411191525,0.6235265164240966,0.2891631388050343,0.2282960763408705,0
46,0.32627282507536487,0.6273218133146766,0.23595028525758402,0.3066068507256267,1
47,0.6265098864591319,0.6756469916381952,0.26172830846937806,0.24534298189234222,2
48,0.3453338747166191,0.5791421790681317,0.2190230452802897,0.24258776598897305,2
49,0.3574894164047231,0.7410582515630705,0.21163060892897154,0.2390542456280144,2
50,0.33509354180560375,0.5677530776942005,0.24532210498357945,0.23054109693677444,3
51,0.5692606970128178,0.626252229038465,0.2295454995881647,0.2404028202649872,4
52,0.34068798244259835,0.6421608541392703,0.20307382098750465,0.2403633477437067,0
53,0.3437357485636896,0.62310978048299,0.187197630648906,0.25711577238838795,1
54,0.3463843199469269,0.6376588540434084,0.16693575983610273,0.2700463650846959,2
55,0.35252201211702433,0.5792416752093046,0.2872137169390133,0.29479794166068024,2
56,0.32208838139910084,0.64494894312756,0.2234807277458471,0.21399788027481595,2
57,0.3310545405435226,0.628721883372277,0.18302227361971318,0.2158307734779719,2
58,0.3918510002828741,0.6054920917328651,0.2228671188717157,0.20863764205633042,2
59,0.35910467617814656,0.6388424729041388,0.21608616161231775,0.2610095681394597,2
60,0.38733247108633434,0.6606410263574465,0.21226293665182006,0.2504029338640212,2
61,0.3621649529900281,0.6146723131207212,0.2308708175414354,0.20728850024502762,3
62,0.39766865500638765,0.6348414749470283,0.16264845783927095,0.24479464813909083,3
63,0.3543052068956928,0.637224978840331,0.21732164127068326,0.20591986378889607,3
64,0.29924591175604576,0.6522384166134624,0.21523050517197817,0.23557769805628126,3
65,0.5354321044071,0.5901625967110292,0.5080786127565858,0.2274941944318653,4
66,0.3438781389961556,0.6199012386804208,0.20658535617907822,0.2724395686212917,0
67,0.380688551997042,0.6505520710562845,0.1726649555475998,0.2458523923992774,0
68,0.2954230215700682,0.6079111183820671,0.20479923891708718,0.2597647178287713,1
69,0.36844775412810393,0.6135300023298512,0.24324266560143373,0.26055346054139605,1
70,0.38861303631252536,0.6437076816464455,0.2038227571244398,0.27599580962832954,1
71,0.2907506165429851,0.5969547637741158,0.16395664143059643,0.2581687054934989,1
72,0.35258591481993967,0.6454265315362601,0.1941745699395191,0.2277507757082382,1
73,0.27467308795857054,0.5920100833625598,0.20898306797486724,0.22749136161625533,1
74,0.3593662041037336,0.6456486531438149,0.19503978577469833,0.2651577531042758,2
75,0.28939426584909295,0.611347234150366,0.21903402629529506,0.2679178190619981,2
76,0.3481108316673789,0.5948138461014977,0.20149912942753365,0.1878989725335238,2
77,0.34500044636863697,0.6085237647468539,0.20471041712783083,0.20867290988657622,2
78,0.3347750637541901,0.4163649463539488,0.23756413218934783,0.27855648688393536,3
79,0.36933453116644016,0.6436872106389935,0.2476866451364628,0.22431003216058734,3
80,0.392353034237369,0.35483603989253687,0.1824261896557987,0.6090306533782406,4
81,0.29942991068569413,0.6765062575423988,0.21012389444907262,0.2655725022106001,0
82,0.34942172639613,0.6526238783977755,0.21986061248040906,0.2556848763255826,0
83,0.3961336194216239,0.6259925638911179,0.20107864113800983,0.25554429810706336,1
84,0.2773866047034614,0.43326456576842876,0.20628036138626843,0.23596390824120422,1
