Timestep,Volt,Rotate,Pressure,Vibration,State
0,0.38008375522696536,0.3923249201505038,0.20679983054600304,0.2532272901245991,9
1,0.3849533936941051,0.37795789465666674,0.1878215807707628,0.23685325984168376,9
2,0.37734243200081713,0.38259164352469194,0.14338503419387433,0.21670126661719816,9
3,0.37331661764079127,0.37140359055118916,0.20890628095648686,0.23183911644097757,9
4,0.33568287443340694,0.6536884093833458,0.556475580428306,0.24740309014306394,9
5,0.39308392549906673,0.37993897802915094,0.2301810850774956,0.24318456880716294,9
6,0.5640782217749194,0.6865934798062595,0.24165147683530938,0.24699944753133513,9
7,0.37046872884906734,0.34141118230895123,0.21386600940735723,0.27974786989065487,9
8,0.4070124791800145,0.648017269401472,0.4805613132109837,0.563279607652426,9
9,0.5869325594155854,0.6688588545735571,0.2115079049274292,0.2607427146213071,9
10,0.3379641785883401,0.6677711444631451,0.536717628898926,0.238752446205511,9
11,0.5934146230261307,0.5732756618960755,0.21511746112730626,0.2432467691575826,9
12,0.3615879410017075,0.3827973574067358,0.25058257571609255,0.31833070056205365,9
13,0.3100174026437324,0.34129233488454863,0.27816332725518456,0.2025162994955946,9
14,0.6190988723335791,0.6666562140673696,0.5543232311264407,0.2601934055704728,9
15,0.3447746902706454,0.6150798264560657,0.21105584899993807,0.5945999358538359,9
16,0.39965724246981293,0.32911657899440167,0.23959245263566484,0.198634112639842,9
17,0.5993005989453065,0.6178316370448856,0.23925149090626383,0.27600748533892633,9
18,0.3883703987113146,0.399718872444299,0.2591267653857745,0.26361758633974164,9
19,0.3308575539441341,0.6139426177060571,0.5629555723089805,0.5776821471283263,9
20,0.3265113668859328,0.37176841913213693,0.21687729306787185,0.24841344094252926,9
21,0.3855970528624409,0.659299124153034,0.2434783011822622,0.501141123189613,9
22,0.39791276523870067,0.39448373021004113,0.22459767243256223,0.2603369360279691,9
23,0.372897394808253,0.6292299013158049,0.20077795790422925,0.5640900320425112,9
24,0.30565343379669546,0.37382565183591526,0.24869160329789758,0.18738630842541193,9
25,0.5717152122419717,0.620437748262747,0.22508483275434593,0.21085166140445785,9
26,0.4065907957451986,0.39282062851092586,0.4710900070605777,0.19050039828291188,9
27,0.34825995106045476,0.3608646792284861,0.21023414420638908,0.291446434182978,9
28,0.3085011469384613,0.4026982060574539,0.25240417630534495,0.5154953423426443,9
29,0.379376829928224,0.6336031770619874,0.23632414365339122,0.539394106618475,9
30,0.2981047486581853,0.40727680075834943,0.608340599435133,0.26794549172417514,9
31,0.3671520613304675,0.6666105606301512,0.23074687725920948,0.5848123146689985,9
32,0.39613187659148996,0.6675720017836491,0.5084009117559298,0.2946576423186784,9
33,0.5974095419820311,0.7215373652401443,0.24068250018788437,0.36006851622622627,9
34,0.4325607150507402,0.6678540823589711,0.49289382750284016,0.23241606807439452,9
35,0.5482030533164585,0.6187310364929757,0.22270751262336105,0.1999332489867347,9
36,0.3608080166943307,0.7086045936981653,0.5407539257508021,0.5702330546884788,9
37,0.41754137743004793,0.401634115203436,0.23824677313259118,0.20983488083781446,9
38,0.2928461404300748,0.4111462061884734,0.20231292364661144,0.4769781258718925,9
39,0.5786059885071432,0.6493377092727403,0.21168249798433414,0.17743196640971748,9
40,0.35543159357225823,0.6370373976590502,0.22680120159793463,0.5541069165882542,9
41,0.4257521195172343,0.3931653999560603,0.16718691356909773,0.23803543575767463,9
42,0.5453196946845263,0.6660681976046057,0.19392108704025565,0.32134110260875726,9
43,0.6125525457740721,0.6175088709076585,0.22755331592547295,0.2503940787271562,9
44,0.38228318968287106,0.3736465680292668,0.1545629700928221,0.2757047817478461,9
45,0.341667591694777,0.6016606382710047,0.5202998382616887,0.19826702257386447,9
46,0.35161805398296525,0.4585643981444012,0.1881905584239,0.19342232797449915,9
47,0.3651042713490347,0.3992874625577706,0.21515014830940016,0.27761300439841996,9
48,0.37916221555869234,0.4321587467245143,0.20287514005892604,0.23329091763273083,9
49,0.5782374213471028,0.3672035799134689,0.20540131578014748,0.29047008659802565,9
50,0.6152859255095803,0.5988923630692189,0.22667969755660886,0.2694788076919628,9
51,0.34850551497857707,0.4233782051722782,0.20689736934882733,0.2399237276925754,9
52,0.590682137423239,0.5990268979445705,0.19312563034133903,0.2510955733809269,9
53,0.29402199798389916,0.5952283294955836,0.22793813186161202,0.5463693856350399,9
54,0.5706866119398017,0.5972109479413266,0.22677392094276724,0.19176631430701613,9
55,0.36186625354948715,0.3906523243389552,0.21461386491983567,0.29797305256799034,9
56,0.5306626116562516,0.3673976140044676,0.22211463709594995,0.28919026043155954,9
57,0.6178089755639282,0.6333117798060509,0.23568453112453874,0.2622913797701177,9
58,0.30723385087811655,0.3975922971415325,0.23699787559253813,0.24831726737107207,9
59,0.6316419837127223,0.6099275104880914,0.19752785298537442,0.21845428746902174,9
60,0.578684237615888,0.6308067249878814,0.20545449826222553,0.26890541732575257,9
61,0.41140718548063143,0.371054088213852,0.23780980904939447,0.2582825802058827,9
62,0.3422746641004508,0.37643166422596724,0.21124394838165356,0.2754994440134546,9
63,0.5977881519637341,0.6668225512355558,0.2263628004055435,0.5896138578093276,9
64,0.4721683986819709,0.6445474923699795,0.5398152797536954,0.5435404849053753,9
65,0.5803147844567008,0.6612196870421262,0.1919626560119381,0.2126724635801878,9
66,0.5838945976951524,0.6718581893804985,0.23401498328284417,0.2487450495934958,9
67,0.655386171022265,0.6494926409090818,0.20686417040796393,0.47399595803236744,9
68,0.6092504774042332,0.4456919011621664,0.227672489080963,0.2468256920481149,9
69,0.3788852169889038,0.6450330146344267,0.49327305898353213,0.297217032336735,9
70,0.36631762709680044,0.6490052672949133,0.24171686022839328,0.5859961222609192,9
71,0.3745831329612185,0.6514950484927474,0.2434193368045229,0.5653300227960388,9
72,0.3906682508668481,0.6570502909691976,0.5288645931927736,0.29623514783872573,9
73,0.6168719257108558,0.6623115222196108,0.1881898799680603,0.20539282382185434,9
74,0.5295252035668572,0.40076530855231446,0.23255247094603462,0.25579505943460396,9
75,0.5705511633892023,0.6449362260180149,0.2320569683923836,0.3102969704338212,9
76,0.32222259610720183,0.41885024339951565,0.18896856422558894,0.24410959889585,9
77,0.3016700397421276,0.2220272248596916,0.15870276548927428,0.21645441281045086,9
78,0.3455263522418511,0.35724765273895487,0.19675200377774676,0.23117849319022046,9
79,0.34998532403167104,0.39278498769598436,0.19558790402075332,0.24253152750922025,9
80,0.6000127453913443,0.7193413824988077,0.24650834250051062,0.20940210023919137,9
81,0.5913075664500099,0.44463890534523237,0.19011432749437654,0.2532360789386855,9
82,0.34095298677038727,0.3708936642036563,0.2027052333758582,0.28387924221482885,9
83,0.35458192791667725,0.6565948020317137,0.4870146768006606,0.28950630421832,9
84,0.3735106897609099,0.5768425042348572,0.2278942899786207,0.552664023759321,9
85,0.38189743632054385,0.5881292702617081,0.5123264211230143,0.24757400881517044,9
86,0.4230852606272878,0.3759571016594433,0.20918434549930354,0.26254721128107,9
87,0.5846896246426831,0.5958744065649687,0.20883740179580765,0.26009475176231667,9
88,0.41322654347639537,0.6674600853179299,0.5157505292999244,0.2476967953926543,9
89,0.5227756593078416,0.563953089253672,0.16432575974884006,0.24795257496876422,9
90,0.41080631440717036,0.31616069782939377,0.21372635735684845,0.2627028325618241,9
91,0.3901542202535063,0.44464380791949587,0.21560015131836546,0.250847428713069,9
92,0.5801934790980935,0.6233896213906195,0.23127219426140258,0.23932288797036683,9
93,0.3303253749264673,0.3796131280671861,0.16932180571620647,0.2666048819237168,9
94,0.330000099608576,0.33556529520550793,0.17974449493245814,0.2817195909362227,9
95,0.5785024589126008,0.6355183340675016,0.2481936353405174,0.22211005182690619,9
96,0.3274834225748039,0.6522931665518796,0.5365204401364974,0.2772978881567637,9
97,0.5865941430475728,0.6455650557614464,0.21509923036136447,0.22615094358569815,9
98,0.35984266821896677,0.6580307658861287,0.24220967956919123,0.5305798653959267,9
99,0.35434067597472596,0.6793265426335322,0.525296051391681,0.2326240015104133,9
100,0.3860369190134527,0.6273814368632826,0.2459106931995363,0.5088509881641742,9
101,0.5748844155711609,0.6333615990730063,0.22762637955897358,0.19991585052349906,9
102,0.6284310430171592,0.6405677246002027,0.5015069166769504,0.2643325670380905,9
103,0.31085544369118867,0.20264166796023544,0.20652895897807452,0.2970968730688643,9
104,0.3518071129517865,0.3875969686483998,0.19609617013303995,0.2455351109334472,9
105,0.5699014216026423,0.6212568891633434,0.2089059151890702,0.2845509219398346,9
106,0.6296483901973297,0.6335181761497793,0.22126126005926866,0.21383090143789749,9
107,0.6052863712112351,0.38439412467074485,0.22534708412318763,0.2259104942360321,9
108,0.30377223860288594,0.2500142902278881,0.25516763049315644,0.5605625343553075,9
109,0.34123097018592624,0.6364390450099661,0.18169641774528544,0.5683419597106953,9
110,0.41427927709708795,0.6729722126849066,0.2164482689497219,0.5515024204184265,9
111,0.35229934167801263,0.5738822261998214,0.18089082223987535,0.5197666317925257,9
112,0.5558023564486216,0.5955386900370516,0.22931415330201252,0.2628890068988216,9
113,0.3287496728726784,0.6813812563540299,0.20269945057544966,0.5821263131201049,9
114,0.3607183987422039,0.39077473491800907,0.27411984338306283,0.23132782609978164,9
115,0.524561141903262,0.6457705762696816,0.22749876715607717,0.21884211560084385,9
116,0.7617632146395428,0.7018193197772116,0.2630484077719971,0.22561784990070294,9
117,0.40842825526032617,0.3107365283743914,0.2131702110618045,0.5574987577211344,9
118,0.41388477510313765,0.44540894090936295,0.20624805461218762,0.2527167533326378,9
119,0.37505016952726544,0.3988265210314461,0.24980934956004314,0.2717202006814362,9
120,0.34253179442374465,0.34577841798997955,0.21327237624656023,0.24312672202766275,9
121,0.3516346203370204,0.39016778612762826,0.20816697669803552,0.2573238094020294,9
122,0.35094332716085164,0.3783700811978528,0.2051468377553826,0.2512805337696419,9
123,0.4043627277764311,0.6377925883795703,0.2592454836746967,0.6105445071561642,9
124,0.5860860534489615,0.6406644932186872,0.23196637039589613,0.2438045554986591,9
125,0.3608350689814443,0.6753164314520174,0.5265290287893205,0.22510664615648934,9
126,0.3598215862131333,0.3550160905792296,0.22244036494515682,0.2686214527842671,9
127,0.33640427183609806,0.6716587558520624,0.5701551640671492,0.24812468469176654,9
128,0.3185693576566026,0.377688870883751,0.23805014903363808,0.25658479032355436,9
129,0.3220287270632928,0.3658792337836918,0.2555209408299794,0.2752460880821991,9
130,0.5789198855229548,0.6308532087921456,0.18304153200194484,0.2881457319359189,9
131,0.3107852727830248,0.5902727365147779,0.21681168338913634,0.5414402302611181,9
132,0.38320967149584384,0.5956346787500052,0.5203875898858911,0.26757530830225423,9
133,0.3895786607675259,0.6619427808048608,0.500265039663654,0.2594212848240108,9
134,0.36007110068309783,0.6149010141322218,0.2508765938958785,0.5304571766088061,9
135,0.3641024114482023,0.625575148310667,0.5182014335766794,0.2594418182521057,9
136,0.6110502629709683,0.6906355858683783,0.1751929121299925,0.2606256439510078,9
137,0.6640650399373272,0.42038826780559213,0.1673070146187243,0.28536532200436326,9
138,0.428206174486368,0.3723998978031801,0.18075297420832515,0.23321595545313994,9
139,0.6068971343442321,0.6832050704780296,0.23468169233071015,0.30109046413440893,9
140,0.5574105719098755,0.611723085019611,0.20005856348440507,0.23397170169525563,9
141,0.5874689238497524,0.5952671151715335,0.20567015062766958,0.2623715682216577,9
142,0.5224011694629249,0.620596586590843,0.2037522290277337,0.25012197517994694,9
143,0.3555218077053945,0.6783519732458864,0.5264433991855179,0.2447236532160997,9
144,0.4161971690008612,0.6276533359900284,0.21362998945749337,0.4961988328653156,9
145,0.35962096550064415,0.6039220471399668,0.1987338843702445,0.5631885649630158,9
146,0.37185484182301426,0.390362517836903,0.1914698039323712,0.28100261539181426,9
147,0.366012661749851,0.6183928622292739,0.484945161040126,0.2081067968791158,9
148,0.3990634544316295,0.6098910616546699,0.5145144688598599,0.21277770730948842,9
149,0.5700717987837348,0.6650447590013743,0.2388418463266899,0.35829221881364104,9
150,0.30026035258076295,0.3764330779625901,0.23579210725674973,0.24336558516002602,9
151,0.39370697415356315,0.6427846580233837,0.2212802258577748,0.5393114482296846,9
152,0.3828771811232946,0.36802872137289394,0.21198119383656652,0.2827105542199819,9
153,0.5981485760517096,0.6293530276665189,0.2269316271640902,0.21194084073572705,9
154,0.3650383461279283,0.6059224177541799,0.22599142850026094,0.5280047940456363,9
155,0.425448175461389,0.6042655598843205,0.509858191011976,0.21570416070032467,9
156,0.3708528360752091,0.413261274162493,0.22014145115934355,0.24961131573175835,9
157,0.37318932481671996,0.6287629455686122,0.534928462074935,0.24832623968695638,9
158,0.3364194772079218,0.5698874206601701,0.21994207559282317,0.5852768501918785,9
159,0.37691862688795175,0.38740410499978045,0.17833716923910664,0.24014957028980044,9
160,0.34545037916595833,0.6045819612964237,0.4943073874515029,0.2501298177782436,9
161,0.3353940657192653,0.36747521747133377,0.22755861207570136,0.27170074830660734,9
162,0.2658333137752178,0.3868591572786949,0.21134355074841427,0.5709536464758651,9
163,0.6071270110116812,0.6375660320596185,0.22062930491418575,0.28706587869730593,9
164,0.6333221001794079,0.6549243645529323,0.2225054781667885,0.2206610779318787,9
165,0.6010886778415325,0.6980860431229791,0.1936728085524118,0.20957247036767362,9
166,0.3248371240583214,0.417187515526384,0.2262715677855732,0.22878865835894097,9
167,0.3478344039886101,0.36511918589440584,0.23633542050398745,0.2536840399514515,9
168,0.5641949844683449,0.6934203283931101,0.204968379122463,0.28630368624111335,9
169,0.4172444927721753,0.39866803971608933,0.21423823361334912,0.24411317010903683,9
170,0.593357440701581,0.6351228687105281,0.18980181667070994,0.5241886923158734,9
171,0.5503820579503748,0.6233539345970426,0.22032614641822731,0.2726907205128751,9
172,0.24770238009083237,0.3576003063103352,0.5904813631283677,0.3021300093091181,9
173,0.6152813124766301,0.6143166420334126,0.21527694810169593,0.25642422226186995,9
174,0.35534166634884146,0.3905273682493962,0.23879963138368526,0.22992548606924723,9
175,0.6047177608183407,0.6254678688501621,0.2434045147349566,0.2537392795899881,9
176,0.5318306137649728,0.6633713271940704,0.22729351805957004,0.24949309388597965,9
177,0.36855332941104557,0.4322041176870218,0.1578521544544631,0.22821490774895603,9
