Timestep,Volt,Rotate,Pressure,Vibration,State
0,0.37915109238448785,0.5563851872658502,0.24307950568540568,0.22950429321330396,0
1,0.415506992844971,0.698561103062616,0.24241028752072935,0.2738245610552764,1
2,0.33934204997854406,0.6376448181414047,0.23026635821298408,0.19158809809304378,2
3,0.343817355746489,0.6277319973322149,0.2339045132089619,0.26456634913975724,2
4,0.31036155671568166,0.6073681125184389,0.19429564275147737,0.24020019471666185,2
5,0.33632763616389827,0.5314791420103966,0.215693484804905,0.21578032487445095,2
6,0.3978311493720031,0.5752123900177365,0.19058554614727122,0.2305990919897332,2
7,0.385974096399634,0.6309339533215361,0.2085163328904652,0.24769339650875033,2
8,0.376943194179102,0.39604728336634343,0.21565965807139842,0.25699277917777547,3
9,0.5649823104615325,0.6481979264187865,0.5165871513503174,0.2561624712284309,4
10,0.3518671472356448,0.6477957834271194,0.25716182469544024,0.27667121839514197,0
11,0.35386735348168713,0.6158582943937364,0.19700913359814715,0.26938823060418543,0
12,0.38416982274744865,0.6228619945375394,0.1997917663589735,0.30565925686937934,0
13,0.35315408217222183,0.5978954092862139,0.21729709967758049,0.26563115280608873,1
14,0.3821260614093151,0.6555052756169231,0.23174882168703398,0.25870226118689255,2
15,0.3747708646743202,0.6761454511153927,0.24366264796831252,0.25995632649649053,2
16,0.40600362481379665,0.6262042756471922,0.24639707774708955,0.26882794040367997,2
17,0.3512612561304233,0.26525917694250745,0.16883106442087825,0.4414345410581813,3
18,0.32298259916828287,0.6039598747532274,0.22646322355061704,0.2566530317175953,3
19,0.4093867223062293,0.4005456046244889,0.19986357102206234,0.26171477391085524,3
20,0.38564665918565844,0.6253922086201881,0.18454344041358223,0.24992724484070583,3
21,0.4377494520191344,0.4357321561433454,0.21340602415206583,0.18054515598579865,3
22,0.45900714362050155,0.38593566606369334,0.22275662961186898,0.6008464178314019,5
23,0.38840527580683437,0.6789470642333606,0.22633783634622145,0.2886548911018961,0
24,0.3872790489724947,0.6465409816986587,0.18237048060732175,0.2078279437501372,0
25,0.4160698015435532,0.6131654450124444,0.21327479896696236,0.2842899543913454,1
26,0.5806284397389578,0.5533385718937917,0.309598620695179,0.18503629069452693,2
27,0.3571215239106564,0.5911260747965245,0.2076972569163351,0.2444034530729225,2
28,0.3557907274633807,0.647687116443305,0.24641973936707914,0.24303208518729813,3
29,0.3312942607149035,0.650981403944751,0.19938486254247093,0.24578341207293739,3
30,0.38452354704496433,0.5948282221823141,0.22351117935044357,0.27680727292540347,3
31,0.4162472110068768,0.6191668168882752,0.5473827422547635,0.25210865937961424,3
32,0.6236102381832683,0.6196610191787774,0.22086935285231843,0.25642433877546555,5
33,0.3892538935060269,0.6086097003495471,0.2445389244823485,0.29967324039296284,0
34,0.33293206580979695,0.6215273912903547,0.271326544421994,0.28842233915905974,0
35,0.3787646985927088,0.592553730616151,0.22350628813110465,0.18194570544594968,1
36,0.3608743118597041,0.6251034669824774,0.20461082251499363,0.27969933174739026,1
37,0.32130894436336854,0.6071217765065643,0.20579408345860709,0.26815293363788906,1
38,0.3573024354095467,0.5993165108914872,0.18838092989656147,0.24406197844251118,1
39,0.34630341264644815,0.6215427810891654,0.23661537026061374,0.34958148788991406,1
40,0.35186510660969417,0.6535716745705571,0.20253033993202343,0.266436411980398,1
41,0.3563843749454636,0.6414116340609097,0.2547161393100067,0.27482070865388125,2
42,0.3938615268402923,0.699171808232022,0.15868970889896114,0.19902911034052495,3
43,0.35654858844408255,0.5997384645316968,0.19108216903811046,0.24552011446853353,3
44,0.5474957538740935,0.6430477100136173,0.21798272312529332,0.27609252474479506,4
45,0.3411944006053059,0.6730578282832796,0.22632678836614245,0.20318218432649526,0
46,0.36508005681894,0.6342017272658412,0.2027471636590851,0.28647733955581023,1
47,0.3847999204100833,0.6331155559544481,0.23787274421793567,0.2573047924513703,2
48,0.35624160100982244,0.6269007224310813,0.2210506835458595,0.19566210798916964,2
49,0.3717117839304182,0.6520510701402664,0.17494834155820324,0.23024380802960534,3
50,0.6135610152868666,0.5714048142630791,0.20643995506822568,0.22682086712221855,4
51,0.35725978857304364,0.6081036405909461,0.37622559134035904,0.27100396965832113,0
52,0.40202316036587366,0.5965509400093891,0.21301315619290528,0.2541754107790223,0
53,0.3533882597585011,0.6112921823992159,0.23698714141921365,0.22186972301639726,0
54,0.34293973778316034,0.6598771714593828,0.17965093084044292,0.2844766151143191,0
55,0.33474516561258083,0.6190009032079319,0.311697213823057,0.2416600218832845,0
56,0.3281141163319652,0.6939377885125955,0.20131192954181712,0.23651541428037337,1
57,0.32727144756841026,0.6178270621626373,0.35113365695257415,0.27416104760788623,1
58,0.3550518562060271,0.7405872873802704,0.2027856510742957,0.3115979902283822,1
59,0.3922289669404685,0.5830962585186839,0.21328599567862716,0.2636140949179731,1
60,0.3310530360874023,0.646344103337363,0.20624150014168632,0.20163213493361348,2
61,0.3599205463750488,0.6498775193170052,0.21072145103792625,0.26635973496913123,2
62,0.3590237309687425,0.6096401445639499,0.26350000621666636,0.21236457878030462,2
63,0.5845985178570599,0.6231137460430479,0.20161937243812839,0.25853993092019967,3
64,0.35514429614452425,0.6185589111587572,0.19234758031897484,0.2624444291094436,3
65,0.3949117954648307,0.6666869570145043,0.2524666443784632,0.24083927609385647,3
66,0.29452002123344134,0.5513637449977171,0.2262050543158934,0.24054214851839245,3
67,0.3578108247176029,0.3859780320279901,0.21375504297978914,0.2583061624878586,3
68,0.32970570285539025,0.6193404172578415,0.2402954601694095,0.21485250030131894,3
69,0.34763823497603735,0.3801962941606546,0.22372619270620678,0.24446526089907417,4
70,0.41171818652376424,0.6782292084338406,0.17932619208194842,0.2117571419067869,0
71,0.36977422422437806,0.674134720395379,0.20921433836808012,0.28301050472893635,0
72,0.3491279196918054,0.6510011582246322,0.22650480563925027,0.2231938335220415,0
73,0.33084055618902863,0.6672719534173273,0.19429141256325766,0.28594576046351095,1
74,0.45792815327906156,0.5689749275429771,0.5197923117387172,0.5133267595229104,5
75,0.30302525644546585,0.6484975093716692,0.19270236232433538,0.5770195969289974,0
76,0.37481763820248726,0.622435775962535,0.21535707463546835,0.2358239667101161,1
77,0.3343609233997705,0.5764960068528479,0.2125820054179607,0.27310764297536205,2
78,0.3501559534274149,0.6027750772232642,0.221998092310145,0.24780809402504647,2
79,0.33513610700186175,0.6610111931692898,0.18558743662133928,0.24717597353311038,2
80,0.3678230445342627,0.6248055553644412,0.16894459190595862,0.2089785186095393,3
81,0.3968766121375552,0.6301512417847221,0.22465944517190797,0.22935260857444753,3
