Timestep,State,Current RUL,Cummulative Reward
1.0,0.0,10.8321,0.0
2.0,1.0,9.7381,900.0
3.0,1.0,8.8565,1800.0
4.0,1.0,8.0982,2700.0
5.0,1.0,7.2167,3600.0
6.0,2.0,5.3122,4400.0
7.0,6.0,5.3122,3900.0
8.0,1.0,6.8821,4800.0
9.0,1.0,5.012,5700.0
10.0,5.0,5.012,5200.0
11.0,5.0,5.012,4700.0
12.0,5.0,5.012,4200.0
13.0,0.0,7.0628,5200.0
14.0,1.0,8.528,6100.0
15.0,2.0,6.9581,6900.0
16.0,2.0,2.0227,7700.0
17.0,6.0,2.0227,7200.0
18.0,1.0,5.8935,8100.0
19.0,2.0,5.6696,8900.0
20.0,2.0,5.4441,9700.0
21.0,6.0,5.4441,9200.0
22.0,6.0,5.4441,8700.0
23.0,6.0,5.4441,8200.0
24.0,1.0,6.1283,9100.0
25.0,1.0,5.4279,10000.0
26.0,5.0,5.4279,9500.0
27.0,5.0,5.4279,9000.0
28.0,5.0,5.4279,8500.0
29.0,0.0,4.699,9500.0
30.0,4.0,4.699,9000.0
31.0,4.0,4.699,8500.0
32.0,0.0,6.5573,9500.0
33.0,0.0,1.5106,10500.0
34.0,9.0,1.5106,9500.0
35.0,9.0,1.5106,8500.0
36.0,9.0,1.5106,7500.0
37.0,9.0,1.5106,6500.0
38.0,9.0,1.5106,5500.0
39.0,9.0,1.5106,4500.0
40.0,9.0,1.5106,3500.0
41.0,9.0,1.5106,2500.0
42.0,9.0,1.5106,1500.0
43.0,9.0,1.5106,500.0
44.0,9.0,1.5106,-500.0
45.0,9.0,1.5106,-1500.0
46.0,9.0,1.5106,-2500.0
47.0,9.0,1.5106,-3500.0
48.0,9.0,1.5106,-4500.0
49.0,9.0,1.5106,-5500.0
50.0,9.0,1.5106,-6500.0
51.0,9.0,1.5106,-7500.0
52.0,9.0,1.5106,-8500.0
53.0,9.0,1.5106,-9500.0
54.0,0.0,10.4129,-8500.0
55.0,1.0,9.4262,-7600.0
56.0,1.0,8.3804,-6700.0
57.0,1.0,8.6944,-5800.0
58.0,2.0,7.4241,-5000.0
59.0,2.0,8.2581,-4200.0
60.0,3.0,3.7797,-3700.0
61.0,7.0,3.7797,-4200.0
62.0,7.0,3.7797,-4700.0
63.0,2.0,6.0087,-3900.0
64.0,2.0,5.7947,-3100.0
65.0,3.0,4.8497,-2600.0
66.0,7.0,4.8497,-3100.0
67.0,7.0,4.8497,-3600.0
68.0,7.0,4.8497,-4100.0
69.0,7.0,4.8497,-4600.0
70.0,7.0,4.8497,-5100.0
71.0,2.0,5.389,-4300.0
72.0,6.0,5.389,-4800.0
73.0,6.0,5.389,-5300.0
74.0,6.0,5.389,-5800.0
75.0,1.0,7.6487,-4900.0
76.0,1.0,6.3409,-4000.0
77.0,1.0,6.2183,-3100.0
78.0,1.0,5.2213,-2200.0
79.0,5.0,5.2213,-2700.0
80.0,5.0,5.2213,-3200.0
81.0,5.0,5.2213,-3700.0
82.0,0.0,5.5019,-2700.0
83.0,0.0,5.4428,-1700.0
84.0,4.0,5.4428,-2200.0
85.0,4.0,5.4428,-2700.0
86.0,0.0,1.5342,-1700.0
87.0,4.0,1.5342,-2200.0
88.0,0.0,5.9212,-1200.0
89.0,0.0,5.3653,-200.0
90.0,4.0,5.3653,-700.0
91.0,0.0,4.1802,300.0
92.0,4.0,4.1802,-200.0
93.0,0.0,5.7103,800.0
94.0,1.0,5.8583,1700.0
95.0,1.0,5.5597,2600.0
96.0,1.0,5.1479,3500.0
97.0,5.0,5.1479,3000.0
98.0,0.0,5.3826,4000.0
99.0,4.0,5.3826,3500.0
100.0,4.0,5.3826,3000.0
101.0,4.0,5.3826,2500.0
102.0,4.0,5.3826,2000.0
103.0,0.0,7.629,3000.0
104.0,0.0,5.6892,4000.0
105.0,0.0,4.9155,5000.0
106.0,4.0,4.9155,4500.0
107.0,4.0,4.9155,4000.0
108.0,4.0,4.9155,3500.0
109.0,4.0,4.9155,3000.0
110.0,4.0,4.9155,2500.0
111.0,4.0,4.9155,2000.0
112.0,0.0,5.7818,3000.0
113.0,0.0,5.398,4000.0
114.0,4.0,5.398,3500.0
115.0,0.0,1.5961,4500.0
116.0,4.0,1.5961,4000.0
117.0,4.0,1.5961,3500.0
118.0,4.0,1.5961,3000.0
119.0,0.0,6.1378,4000.0
120.0,9.0,6.1378,3000.0
121.0,0.0,10.4534,4000.0
122.0,0.0,9.6256,5000.0
123.0,1.0,8.9496,5900.0
124.0,2.0,7.5793,6700.0
125.0,2.0,6.5707,7500.0
126.0,3.0,7.7761,8000.0
127.0,8.0,7.7761,5000.0
128.0,8.0,7.7761,2000.0
129.0,8.0,7.7761,-1000.0
130.0,8.0,7.7761,-4000.0
131.0,8.0,7.7761,-7000.0
132.0,8.0,7.7761,-10000.0
133.0,0.0,10.5145,-9000.0
134.0,1.0,9.4992,-8100.0
135.0,1.0,8.4084,-7200.0
136.0,1.0,8.0876,-6300.0
137.0,2.0,6.8489,-5500.0
138.0,2.0,4.9046,-4700.0
139.0,6.0,4.9046,-5200.0
140.0,6.0,4.9046,-5700.0
141.0,1.0,7.2547,-4800.0
142.0,2.0,4.7011,-4000.0
143.0,6.0,4.7011,-4500.0
144.0,6.0,4.7011,-5000.0
145.0,6.0,4.7011,-5500.0
146.0,6.0,4.7011,-6000.0
147.0,1.0,7.2918,-5100.0
148.0,1.0,2.8357,-4200.0
149.0,5.0,2.8357,-4700.0
150.0,5.0,2.8357,-5200.0
151.0,0.0,6.7658,-4200.0
152.0,0.0,8.8191,-3200.0
153.0,0.0,4.6925,-2200.0
154.0,4.0,4.6925,-2700.0
155.0,0.0,7.339,-1700.0
156.0,0.0,6.2304,-700.0
157.0,1.0,5.1424,200.0
158.0,5.0,5.1424,-300.0
159.0,5.0,5.1424,-800.0
160.0,5.0,5.1424,-1300.0
161.0,5.0,5.1424,-1800.0
162.0,0.0,6.8709,-800.0
163.0,0.0,5.5915,200.0
164.0,1.0,4.742,1100.0
165.0,5.0,4.742,600.0
166.0,0.0,6.1009,1600.0
167.0,1.0,5.6107,2500.0
168.0,2.0,4.6095,3300.0
169.0,6.0,4.6095,2800.0
170.0,1.0,4.6266,3700.0
171.0,5.0,4.6266,3200.0
172.0,0.0,5.819,4200.0
173.0,0.0,5.3318,5200.0
174.0,4.0,5.3318,4700.0
175.0,0.0,5.9963,5700.0
176.0,0.0,4.5912,6700.0
177.0,4.0,4.5912,6200.0
178.0,4.0,4.5912,5700.0
179.0,0.0,6.7873,6700.0
180.0,0.0,4.9029,7700.0
181.0,4.0,4.9029,7200.0
182.0,0.0,5.3935,8200.0
183.0,4.0,5.3935,7700.0
184.0,4.0,5.3935,7200.0
185.0,0.0,3.325,8200.0
186.0,4.0,3.325,7700.0
187.0,4.0,3.325,7200.0
188.0,4.0,3.325,6700.0
189.0,0.0,6.3463,7700.0
190.0,9.0,6.3463,6700.0
191.0,9.0,6.3463,5700.0
192.0,9.0,6.3463,4700.0
193.0,0.0,10.584,5700.0
194.0,1.0,9.5705,6600.0
195.0,1.0,9.0717,7500.0
196.0,2.0,5.4354,8300.0
197.0,6.0,5.4354,7800.0
198.0,1.0,8.9897,8700.0
199.0,2.0,7.373,9500.0
200.0,2.0,7.3785,10300.0
201.0,2.0,5.7937,11100.0
202.0,3.0,5.7181,11600.0
203.0,3.0,0.6151,12100.0
204.0,7.0,0.6151,11600.0
205.0,2.0,5.6694,12400.0
206.0,2.0,4.952,13200.0
207.0,6.0,4.952,12700.0
208.0,1.0,5.8361,13600.0
209.0,2.0,5.6904,14400.0
210.0,2.0,4.8529,15200.0
211.0,6.0,4.8529,14700.0
212.0,6.0,4.8529,14200.0
213.0,6.0,4.8529,13700.0
214.0,1.0,5.4401,14600.0
215.0,5.0,5.4401,14100.0
216.0,5.0,5.4401,13600.0
217.0,5.0,5.4401,13100.0
218.0,5.0,5.4401,12600.0
219.0,5.0,5.4401,12100.0
220.0,0.0,5.1235,13100.0
221.0,4.0,5.1235,12600.0
222.0,0.0,5.9775,13600.0
223.0,1.0,5.9323,14500.0
224.0,1.0,1.5376,15400.0
225.0,5.0,1.5376,14900.0
226.0,5.0,1.5376,14400.0
227.0,0.0,5.4685,15400.0
228.0,4.0,5.4685,14900.0
229.0,0.0,5.8246,15900.0
230.0,1.0,6.5457,16800.0
231.0,1.0,4.879,17700.0
